#,"Mã 
51,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK43,D003BK43,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 43,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
52,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK42,D003BK42,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 42,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
53,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK41,D003BK41,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 41,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
54,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK40,D003BK40,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 40,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
55,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK39,D003BK39,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 39,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
56,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D003BK38,D003BK38,125000,Dép Da Nam ZAPATI Petra D003 - Màu Đen - Size 38,D003,Dép da nam đế PU D003,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
57,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK44,D002BK44,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 44,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
58,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK43,D002BK43,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 43,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
59,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK42,D002BK42,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 42,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
60,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK41,D002BK41,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 41,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
61,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK40,D002BK40,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 40,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
62,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK39,D002BK39,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 39,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
63,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D002BK38,D002BK38,125000,Dép Da Nam ZAPATI Silva D002 - Màu Đen - Size 38,D002,Dép da nam đế PU D002,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,0,0,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.superadmin - Administrator,13-04-2026 11:06:55,269000
64,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK44,D005BK44,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 44,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
65,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK43,D005BK43,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 43,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
66,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK42,D005BK42,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 42,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
67,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK41,D005BK41,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 41,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
68,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK40,D005BK40,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 40,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
69,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK39,D005BK39,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 39,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
70,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005BK38,D005BK38,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Trơn - Size 38,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
71,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB44,D005MB44,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 44,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
72,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB43,D005MB43,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 43,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
73,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB42,D005MB42,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 42,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
74,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB41,D005MB41,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 41,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
75,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB40,D005MB40,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 40,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
76,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB39,D005MB39,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 39,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
77,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005MB38,D005MB38,125000,Dép Da Nam ZAPATI Hero D005 - Màu Đen Nhám - Size 38,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
78,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY44,D005GY44,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 44,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
79,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY43,D005GY43,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 43,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
80,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY42,D005GY42,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 42,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
81,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY41,D005GY41,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 41,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
82,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY40,D005GY40,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 40,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
83,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY39,D005GY39,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 39,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
84,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005GY38,D005GY38,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xám - Size 38,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
85,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV44,D005NV44,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 44,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
86,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV43,D005NV43,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 43,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
87,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV42,D005NV42,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 42,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
88,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV41,D005NV41,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 41,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
89,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV40,D005NV40,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 40,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
90,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV39,D005NV39,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 39,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
91,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005NV38,D005NV38,125000,Dép Da Nam ZAPATI Hero D005 - Màu Xanh Navy - Size 38,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
92,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR44,D005CR44,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 44,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
93,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR43,D005CR43,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 43,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
94,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR42,D005CR42,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 42,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
95,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR41,D005CR41,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 41,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
96,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR40,D005CR40,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 40,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
97,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR39,D005CR39,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 39,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
98,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D005CR38,D005CR38,125000,Dép Da Nam ZAPATI Hero D005 - Màu Cá Sấu - Size 38,D005,Dép Da Nam Đế PU D005,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,QNH,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
99,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK44,D001BK44,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 44,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
100,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK43,D001BK43,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 43,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
101,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK42,D001BK42,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 42,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
102,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK41,D001BK41,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 41,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
103,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK40,D001BK40,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 40,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
104,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK39,D001BK39,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 39,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
105,ZPT,CÔNG TY CỔ PHẦN ZAPATI TOÀN CẦU,D001BK38,D001BK38,125000,Dép Da Nam ZAPATI Terra D001 - Màu Đen - Size 38,D001,Dép Da Nam Đế PU D001,8,Hàng quản lý theo số lượng,No,No,Không định nghĩa,,Hàng lẻ,DQD,DOI,Yes,,,,No,Yes,70,80,Yes,Kho thường,,25,10,5,500,zpt.hieu.vytrung - Vy Trung Hiếu,06-04-2026 13:21:23,269000
